FIPS,State,County,Recreational Facilities/100 People 2012,Fast Food Restaurants/1000 people 2012,Percent Obese Adults (per state) 2013,Percent Obese Adults (per county) 2010,Median Household Income 2010,Grocery Stores per 1000 people 2012
01001,AL,Autauga,0.0900673704,0.6124581187,32.4,30.5,53049,0.0720538963
01003,AL,Baldwin,0.104827297,0.6813774307,32.4,26.6,47618,0.1362754861
01005,AL,Barbour,0.0367633543,0.7720304401,32.4,37.3,33074,0.1838167714
01007,AL,Bibb,0,0.2655219719,32.4,34.3,35472,0.22126831
01009,AL,Blount,0.0172932591,0.3804516999,32.4,30.4,42906,0.1383460727
01011,AL,Bullock,0,0.3818980332,32.4,42.1,25969,0.1909490166
01013,AL,Butler,0.049244103,0.8863938543,32.4,38.3,29500,0.1477323091
01015,AL,Calhoun,0.0596780794,0.784340472,32.4,33.2,37916,0.2216614377
01017,AL,Chambers,0,0.7632691404,32.4,35.4,30061,0.2348520432
01019,AL,Cherokee,0.0384304984,0.7686099689,32.4,31.4,34410,0.1537219938
01021,AL,Chilton,0.0456423013,0.4564230128,32.4,38.3,38553,0.1597480545
01023,AL,Choctaw,0,0.5134599868,32.4,38.9,32003,0.2200542801
01025,AL,Clarke,0.0794880967,0.9141131116,32.4,36,33739,0.1987202416
01027,AL,Clay,0,0.2977298102,32.4,35.3,33035,0.2232973576
01029,AL,Cleburne,0,0.5393743258,32.4,31.3,37566,0.2022653722
01031,AL,Coffee,0.0780457348,0.6243658784,32.4,29.9,40779,0.1170686022
01033,AL,Colbert,0.0918341109,0.8999742864,32.4,32.2,37455,0.1836682217
01035,AL,Conecuh,0,0.2311070025,32.4,36.3,27855,0.2311070025
01037,AL,Coosa,0,0.0911909539,32.4,34.3,33721,0.0911909539
01039,AL,Covington,0.0526939797,0.6586747464,32.4,33.8,33484,0.2107759189
01041,AL,Crenshaw,0,0.3550379891,32.4,35.7,35577,0.3550379891
01043,AL,Cullman,0.0372948782,0.7583291895,32.4,32.4,37948,0.1616111387
01045,AL,Dale,0.0198239632,0.5947188962,32.4,35.3,41287,0.1982396321
01047,AL,Dallas,0.0233296006,0.4665920119,32.4,41.4,26195,0.1866368048
01049,AL,DeKalb,0.0422059651,0.5768148565,32.4,32.4,34822,0.1969611705
01051,AL,Elmore,0.0620124273,0.434086991,32.4,30.6,51013,0.1240248546
01053,AL,Escambia,0.0526398905,0.6579986314,32.4,36.9,31365,0.1315997263
01055,AL,Etowah,0.086213503,0.7471836922,32.4,31.8,36088,0.1436891716
01057,AL,Fayette,0,0.7065889419,32.4,36.4,32643,0.3532944709
01059,AL,Franklin,0.0944554642,0.5352476307,32.4,34.3,33649,0.2203960832
01061,AL,Geneva,0,0.445583157,32.4,34,34418,0.3713192975
01063,AL,Greene,0,0.1126633619,32.4,47.9,27117,0.2253267237
01065,AL,Hale,0,0.3249285157,32.4,41.6,31790,0.1949571094
01067,AL,Henry,0.057846937,0.57846937,32.4,34.6,37851,0.173540811
01069,AL,Houston,0.0870389354,0.9284153111,32.4,34.9,39290,0.164406878
01071,AL,Jackson,0.018861163,0.6412795413,32.4,30,36158,0.2074727928
01073,AL,Jefferson,0.0999986364,0.966653485,32.4,32.2,41740,0.1606038706
01075,AL,Lamar,0,0.4909180167,32.4,31.3,32993,0.280524581
01077,AL,Lauderdale,0.0972531391,0.7564133042,32.4,32.2,39213,0.2161180869
01079,AL,Lawrence,0.029552574,0.4728411845,32.4,37.7,37365,0.1477628701
01081,AL,Lee,0.0475359406,0.7945292923,32.4,32,40102,0.1086535784
01083,AL,Limestone,0.0798594474,0.5133821617,32.4,33.8,49667,0.1140849248
01085,AL,Lowndes,0.0921064751,0.0921064751,32.4,43.8,28754,0.1842129502
01087,AL,Macon,0,0.438276114,32.4,39.2,27041,0.194789384
01089,AL,Madison,0.134079515,0.9123236563,32.4,30,54633,0.1136761105
01091,AL,Marengo,0.0980344101,0.8332924857,32.4,41.6,33085,0.1960688202
01093,AL,Marion,0.0329739176,0.6924522703,32.4,33,32080,0.0989217529
01095,AL,Marshall,0.0633071664,0.801890774,32.4,31.5,38859,0.2215750823
01097,AL,Mobile,0.0676433072,0.6208689266,32.4,33.9,39753,0.1377024468
01099,AL,Monroe,0,0.4424387222,32.4,35.9,31744,0.2212193611
01101,AL,Montgomery,0.078210203,0.8385871761,32.4,35.3,41556,0.1477303834
01103,AL,Morgan,0.0498359566,0.8222932846,32.4,28.5,44859,0.1495078699
01105,AL,Perry,0,0.1964443571,32.4,38.9,24742,0.3928887143
01107,AL,Pickens,0.10306622,0.4122648802,32.4,38.5,31032,0.2061324401
01109,AL,Pike,0.0904104635,0.8739678139,32.4,36,32771,0.180820927
01111,AL,Randolph,0,0.3528114664,32.4,34.2,32584,0.1323042999
01113,AL,Russell,0.0518851608,0.7263922518,32.4,36.5,32733,0.1729505361
01115,AL,St. Clair,0.035195983,0.656991682,32.4,32.9,48296,0.1407839319
01117,AL,Shelby,0.1094848737,0.656909242,32.4,29.6,67135,0.1393443847
01119,AL,Sumter,0.0744768005,0.5213376033,32.4,40.1,25586,0.2234304014
01121,AL,Talladega,0,0.5503779262,32.4,38.4,35646,0.1223062058
01123,AL,Tallapoosa,0.0485814225,0.4858142246,32.4,35.1,34440,0.1700349786
01125,AL,Tuscaloosa,0.070494874,0.7804789623,32.4,33.2,43098,0.1158130073
01127,AL,Walker,0.0755047492,0.6342398937,32.4,36,36044,0.1510094985
01129,AL,Washington,0,0.2337950786,32.4,35.9,37639,0.1168975393
01131,AL,Wilcox,0,0.3499256408,32.4,41.6,21611,0.6998512816
01133,AL,Winston,0,0.4977600796,32.4,35.7,32574,0.3318400531
02013,AK,Aleutians East,0,0.3163555837,28.4,32.3,47077,1.2654223347
02016,AK,Aleutians West,0,0.1802776275,28.4,30,58517,0.7211105102
02020,AK,Anchorage,0.1205585881,0.6865141824,28.4,25.7,70524,0.1172097385
02050,AK,Bethel,0,0.3381043615,28.4,31.5,45481,1.1270145385
02060,AK,Bristol Bay,0,0,28.4,31.1,62912,2.0181634712
02068,AK,Denali,0,0.5333333333,28.4,24.7,61004,0
02070,AK,Dillingham,0,0.1986491855,28.4,31.8,46845,1.1918951132
02090,AK,Fairbanks North Star,0.0797829903,0.3989149513,28.4,29.1,60472,0.0797829903
02100,AK,Haines,0,0.3918495298,28.4,29.6,46111,1.1755485893
02110,AK,Juneau,0.2150141295,0.9522054306,28.4,26,69844,0.1842978253
02122,AK,Kenai Peninsula,0.1757469244,0.5975395431,28.4,27.5,57347,0.2636203866
02130,AK,Ketchikan Gateway,0.2902968285,0.6531678641,28.4,29.2,58073,0.2902968285
02150,AK,Kodiak Island,0,0.4213779058,28.4,30.1,59847,0.2809186038
02164,AK,Lake and Peninsula,0,0,28.4,31.5,39794,1.2091898428
02170,AK,Matanuska-Susitna,0.0745275486,0.3832845355,28.4,29.8,68670,0.1064679265
02180,AK,Nome,0,0.2017145739,28.4,35.6,43147,1.613716591
02185,AK,North Slope,0.1037021674,0.5185108369,28.4,35.6,68744,0.9333195064
02188,AK,Northwest Arctic,0,0.1280409731,28.4,29.7,49466,0.8962868118
02220,AK,Sitka,0.1105460977,0.2210921954,28.4,28.2,58000,0.3316382932
02240,AK,Southeast Fairbanks,0,0,28.4,31.7,38122,0
02261,AK,Valdez-Cordova,0.2058248431,0.4199328108,28.4,28.3,54508,0.4199328108
02270,AK,Wade Hampton,0,1.0291242153,28.4,27.6,60297,0.8232993722
02282,AK,Yakutat,0,0,28.4,31.6,30883,2.0489179152
02290,AK,Yukon-Koyukuk,0,0,28.4,29,52294,0
04001,AZ,Apache,0,0,26.8,31.8,49331,2.994011976
04003,AZ,Cochise,0.0757071044,0,26.8,24.7,35177,1.9064124783
04005,AZ,Coconino,0.073523465,0.2595805724,26.8,23.3,30651,0.1092970831
04007,AZ,Gila,0.0752671986,0.469384047,26.8,26.3,43677,0.121131367
04009,AZ,Graham,0.0534530682,0.8896339267,26.8,33.9,43051,0.14704693
04011,AZ,Greenlee,0,0.6021375884,26.8,34.2,37430,0.1317175975
04012,AZ,La Paz,0,0.4810776139,26.8,31.2,39299,0.1603592046
04013,AZ,Maricopa,0.0672218771,0.1136105431,26.8,22.8,49592,0.2272210861
04015,AZ,Mohave,0.0688522333,0.9368374341,26.8,27.1,33818,0.394457867
04017,AZ,Navajo,0.0186751825,0.6996148567,26.8,31.7,50424,0.1250580581
04019,AZ,Pima,0.1047970866,0.5704899328,26.8,24.1,36446,0.1131143832
04021,AZ,Pinal,0.0258154454,0.5042299288,26.8,31.4,37723,0.1587390517
04023,AZ,Santa Cruz,0.0211403082,0.6318055127,26.8,20.1,44293,0.1219273796
04025,AZ,Yavapai,0.1128684095,0.3459269681,26.8,23.4,49833,0.067120158
04027,AZ,Yuma,0.0499945006,0.5707883221,26.8,31.1,33952,0.1479821576
05001,AR,Arkansas,0,0.6395876541,34.6,35.4,40562,0.1834111655
05003,AR,Ashley,0,0.5699373069,34.6,38,40609,0.1599824019
05005,AR,Baxter,0.0974468914,0.58225704,34.6,28.5,38129,0.1587973746
05007,AR,Benton,0.090412799,0.6968964876,34.6,27.6,37042,0.2787585951
05009,AR,Boone,0.0267902591,0.7308516858,34.6,27.3,34421,0.1218086143
05011,AR,Bradley,0.0877423883,0.6845540496,34.6,34,52417,0.1205503987
05013,AR,Calhoun,0,0.6697564765,34.6,34.2,35532,0.1071610362
05015,AR,Carroll,0.0724375226,0.3509695534,34.6,28.7,31047,0.3509695534
05017,AR,Chicot,0,0.5652911249,34.6,36.8,36955,0
05019,AR,Clark,0.0871991629,0.4708438971,34.6,32.6,33789,0.1810938066
05021,AR,Clay,0.0637592451,0.6997288551,34.6,32,27321,0.4373305344
05023,AR,Cleburne,0.0387476751,0.8283920474,34.6,28.8,33433,0.1743983258
05025,AR,Cleveland,0,0.5738332058,34.6,34.9,31976,0.1912777353
05027,AR,Columbia,0.1634454297,0.6587104774,34.6,33.5,35472,0.271233726
05029,AR,Conway,0.0939540565,0.2318303002,34.6,35.7,40402,0.1159151501
05031,AR,Craighead,0.0802125633,0.6537817186,34.6,34.1,34538,0.1225840722
05033,AR,Crawford,0.0645723695,0.2818621694,34.6,35.9,37475,0.2348851412
05035,AR,Crittenden,0.0399832071,0.8322053442,34.6,38.1,37780,0.2406376899
05037,AR,Cross,0.1131029803,0.4842927711,34.6,36.5,39672,0.129144739
05039,AR,Dallas,0,0.6597229164,34.6,33,33938,0.1999160353
05041,AR,Desha,0,0.6786178816,34.6,36.9,35080,0.1696544704
05043,AR,Drew,0,0.2504069112,34.6,32.3,31350,0.2504069112
05045,AR,Faulkner,0.0589702116,0.7971303308,34.6,29.4,29586,0.3985651654
05047,AR,Franklin,0,0.7469455263,34.6,33.6,34952,0.1067065038
05049,AR,Fulton,0,0.6570966438,34.6,31.1,46199,0.1095161073
05051,AR,Garland,0.0619175877,0.3325020781,34.6,28.3,38514,0.110834026
05053,AR,Grant,0,0.4870920604,34.6,36.1,30191,0.0811820101
05055,AR,Greene,0.0926719644,0.8771658256,34.6,37.8,36690,0.1547939692
05057,AR,Hempstead,0.0446967327,0.3335927944,34.6,36.3,45347,0.1111975981
05059,AR,Hot Spring,0.0299454992,0.6950397331,34.6,33.4,36391,0.1158399555
05061,AR,Howard,0.0728066982,0.536360792,34.6,35.7,31786,0.1787869307
05063,AR,Independence,0.0540175557,0.4791279871,34.6,29.8,37243,0.2096184943
05065,AR,Izard,0,0.7280669822,34.6,30.3,32543,0.2912267929
05067,AR,Jackson,0,0.6752194463,34.6,37.1,35888,0.1620526671
05069,AR,Jefferson,0.0133827603,0.1484340211,34.6,40,29883,0.3710850527
05071,AR,Johnson,0.0386085479,0.5113636364,34.6,34.9,30405,0.1704545455
05073,AR,Lafayette,0,0.7895828594,34.6,30.9,35092,0.2141241653
05075,AR,Lawrence,0,0.5019111231,34.6,38,32326,0.0386085479
05077,AR,Lee,0,0.4028467839,34.6,34.6,29084,0.1342822613
05079,AR,Lincoln,0.0709169562,0.3526922173,34.6,32.9,32869,0.293910181
05081,AR,Little River,0,0.2936570086,34.6,32.9,25944,0.0978856695
05083,AR,Logan,0.0454896966,0.283667825,34.6,33.2,35070,0.0709169562
05085,AR,Lonoke,0.0429559415,0.3096214877,34.6,31.2,37260,0.2322161158
02105,AK,Hoonah-Angoon,,0.545876359,,,36015,0.0909793932
02195,AK,Petersburg,,0.5441085926,,,50021,0.085911883
05087,AR,Madison,0,0.2556727389,34.6,32.8,34547,0.2556727389
05089,AR,Marion,0,0.3621438918,34.6,32.6,31438,0.2414292612
05091,AR,Miller,0.0458358161,0.5271118852,34.6,33.6,37806,0.1604253564
05093,AR,Mississippi,0.0438962293,0.6803915544,34.6,39.1,32169,0.2853254905
05095,AR,Monroe,0,0.8942258559,34.6,35.1,28637,0.5109862034
05097,AR,Montgomery,0,0.4282655246,34.6,29.6,32032,0.1070663812
05099,AR,Nevada,0,0.3361344538,34.6,34.4,32896,0.1120448179
05101,AR,Newton,0,0.1236705417,34.6,36.3,30965,0.7420232501
05103,AR,Ouachita,0.0787525595,0.5512679162,34.6,39.8,35971,0.1968813986
05105,AR,Perry,0,0.2901634587,34.6,33.8,39054,0.1934423058
05107,AR,Phillips,0.0962278676,0.3849114704,34.6,38,26933,0.3849114704
05109,AR,Pike,0,0.2667377967,34.6,33.6,31569,0.3556503957
05111,AR,Poinsett,0,0.7405274201,34.6,35.7,32130,0.2468424734
05113,AR,Polk,0.0488495921,0.5373455132,34.6,33.1,29938,0.2442479605
05115,AR,Pope,0.0477973393,0.8762845535,34.6,35.2,39040,0.0796622321
05117,AR,Prairie,0,0.2364625207,34.6,32.8,36898,0.4729250414
05119,AR,Pulaski,0.1156952125,0.8921386389,34.6,33.1,44733,0.1696863117
05121,AR,Randolph,0.1115448968,0.5019520357,34.6,34.2,33401,0.2788622421
05123,AR,St. Francis,0,0.5025486395,34.6,38.6,29825,0.2153779884
05125,AR,Saline,0.0894094506,0.6348070991,34.6,31.5,53430,0.1072913407
05127,AR,Scott,0,0.3633060854,34.6,29.4,29633,0.1816530427
05129,AR,Searcy,0,0.4995628825,34.6,30.2,27896,0.4995628825
05131,AR,Sebastian,0.1021177653,0.754100421,34.6,29.8,38724,0.1571042544
05133,AR,Sevier,0.0582173837,0.4657390697,34.6,37.9,35279,0.1164347674
05135,AR,Sharp,0.0586372698,0.5863726985,34.6,30.3,28933,0.1759118095
05137,AR,Stone,0,0.8686725105,34.6,34.2,29182,0.1579404564
05139,AR,Union,0.0489392419,0.5872709032,34.6,30.9,36934,0.1712873468
05141,AR,Van Buren,0.058719906,0.3523194363,34.6,33.2,32142,0.1174398121
05143,AR,Washington,0.1040627025,0.775740146,34.6,28.6,39692,0.1513639309
05145,AR,White,0.1273998955,0.6752194463,34.6,33.4,39974,0.1783598537
05147,AR,Woodruff,0.1408450704,0.5633802817,34.6,35.6,27003,0.4225352113
05149,AR,Yell,0,0.5471457231,34.6,32.5,33522,0.0911909539
06001,CA,Alameda,0.0842595451,0.7789183904,24.1,20.7,66937,0.2354121642
06003,CA,Alpine,0,0.8857395926,24.1,24,44241,0.8857395926
06005,CA,Amador,0.1080059403,0.4590252464,24.1,23,49516,0.324017821
06007,CA,Butte,0.0902775584,0.6906233214,24.1,24.3,41168,0.2121522621
06009,CA,Calaveras,0.1117518216,0.5587591078,24.1,25.8,50745,0.290554736
06011,CA,Colusa,0.0934099295,0.4670496474,24.1,22.6,44981,0.6071645416
06013,CA,Contra Costa,0.1157839453,0.586329899,24.1,23.7,73678,0.1806229547
06015,CA,Del Norte,0.0353481796,0.3888299753,24.1,25.5,35438,0.2827854366
06017,CA,El Dorado,0.1052275962,0.5538294538,24.1,20.3,65201,0.1883020143
06019,CA,Fresno,0.0453636742,0.6055523027,24.1,29.4,44869,0.2426429088
06021,CA,Glenn,0.0357244927,0.4644184053,24.1,26.8,40859,0.2143469563
06023,CA,Humboldt,0.1186705927,0.68977282,24.1,26.5,38254,0.3040933938
06025,CA,Imperial,0.0452110224,0.5764405362,24.1,23.5,39261,0.1921468454
06027,CA,Inyo,0.1081373344,0.9191673425,24.1,23.8,44507,0.2162746688
06029,CA,Kern,0.0467203483,0.6412367811,24.1,27.8,45045,0.2254256808
06031,CA,Kings,0.0594593166,0.5747733939,24.1,24.2,44020,0.2048043128
06033,CA,Lake,0.062516606,0.5939077567,24.1,26.7,35914,0.3282121814
06035,CA,Lassen,0.1188424743,0.4456592786,24.1,25.6,50093,0.2376849486
06037,CA,Los Angeles,0.0751797514,0.7669539122,24.1,21.3,52595,0.2061671687
06039,CA,Madera,0.0591257276,0.505853447,24.1,29.7,43596,0.2562114862
06041,CA,Marin,0.2382170431,0.749797906,24.1,15.4,82383,0.2616482276
06043,CA,Mariposa,0.1117006423,0.390952248,24.1,23.8,42222,0.5026528903
06045,CA,Mendocino,0.1715697488,0.6176510958,24.1,24.8,40339,0.5718991627
06047,CA,Merced,0.0571853377,0.491793904,24.1,31.3,41730,0.221116639
06049,CA,Modoc,0,0.7505092742,24.1,25.1,34579,0.6432936636
06051,CA,Mono,0.0696961249,1.324226373,24.1,20.8,52768,0.3484806245
06053,CA,Monterey,0.0492077551,0.6279846847,24.1,22.8,53735,0.2718142665
06055,CA,Napa,0.1222625769,0.6185048006,24.1,23.6,62893,0.2732928189
06057,CA,Nevada,0.1831278232,0.6409473813,24.1,18.5,54154,0.2645179669
06059,CA,Orange,0.1022610037,0.8866935134,24.1,20.4,70727,0.1760442596
06061,CA,Placer,0.1354781272,0.8294579216,24.1,22.8,68330,0.1741861635
06063,CA,Plumas,0.1030980978,0.5670395381,24.1,23,41421,0.5670395381
06065,CA,Riverside,0.057740207,0.6131040298,24.1,27,53981,0.1533861987
06067,CA,Sacramento,0.0848205081,0.6916664196,24.1,27.7,52655,0.1889497497
06069,CA,San Benito,0.070318543,0.421911258,24.1,24.3,58194,0.1757963575
06071,CA,San Bernardino,0.0490075255,0.6784179025,24.1,28.2,52270,0.1638388844
06073,CA,San Diego,0.097574395,0.7982215021,24.1,23.1,59759,0.195463546
06075,CA,San Francisco,0.1344048589,1.055865198,24.1,16,70883,0.4201665409
06077,CA,San Joaquin,0.0483908615,0.5764205564,24.1,31,49742,0.2262984407
06079,CA,San Luis Obispo,0.1200855883,0.8005705885,24.1,20,53620,0.2620049199
06081,CA,San Mateo,0.1284980205,0.7168836931,24.1,20,82413,0.235354269
06083,CA,Santa Barbara,0.0997103761,0.7536249359,24.1,19.2,56243,0.2759426689
06085,CA,Santa Clara,0.1175507645,0.7629915363,24.1,21,84627,0.1844893943
06087,CA,Santa Cruz,0.1386931358,0.7122079947,24.1,20.1,60247,0.2773862716
06089,CA,Shasta,0.07279406,0.7279406,24.1,28,41058,0.2015835508
06091,CA,Sierra,0,0.32404407,24.1,23.4,42800,0
06093,CA,Siskiyou,0.0679440141,0.6341441319,24.1,23.3,36001,0.4529600942
06095,CA,Solano,0.0950667487,0.6654672412,24.1,27.1,62948,0.1639901416
06097,CA,Sonoma,0.1240268467,0.6059016447,24.1,22.5,58703,0.2765188714
06099,CA,Stanislaus,0.0728351664,0.6440162077,24.1,30.8,47442,0.2683400866
06101,CA,Sutter,0.1052387868,0.5682894488,24.1,25.9,46188,0.263096967
06103,CA,Tehama,0,0.5835409898,24.1,26,38188,0.1734851591
06105,CA,Trinity,0.1478633742,0.8871802455,24.1,25.1,35207,0.8132485583
06107,CA,Tulare,0.0243375216,0.5000254438,24.1,29.5,42377,0.2367377101
06109,CA,Tuolumne,0.0740631018,0.5184417123,24.1,22.7,44751,0.2036735298
06111,CA,Ventura,0.0909111571,0.7225044588,24.1,21.9,71418,0.2105311006
06113,CA,Yolo,0.0783860316,0.6809786496,24.1,22.9,54433,0.191065952
06115,CA,Yuba,0,0.4388009763,24.1,30.5,41045,0.1508378356
08001,CO,Adams,0.0456921048,0.6135796936,21.3,25,52785,0.1414279436
08003,CO,Alamosa,0.1857815209,0.866980431,21.3,20.5,36339,0.2477086946
08005,CO,Arapahoe,0.104106148,0.7707213213,21.3,20.7,58152,0.1511218277
08007,CO,Archuleta,0.0828500414,0.4971002486,21.3,17,46165,0.3314001657
08009,CO,Baca,0,0.2665955745,21.3,21.8,33086,0.533191149
08011,CO,Bent,0,0.1732201628,21.3,24,33702,0.1732201628
08013,CO,Boulder,0.1932411453,0.8450206015,21.3,14.9,62215,0.1834153244
08014,CO,Broomfield,0.1200727298,1.1321143092,21.3,20.2,76006,0.1200727298
08015,CO,Chaffee,0.2754820937,1.2121212121,21.3,16.2,42420,0.4407713499
08017,CO,Cheyenne,0,0.5336179296,21.3,23.3,44464,1.0672358591
08019,CO,Clear Creek,0.1107910481,0.8863283847,21.3,16.6,64822,0.1107910481
08021,CO,Conejos,0,0.1208459215,21.3,17.7,32254,0.3625377644
08023,CO,Costilla,0,0,21.3,20.5,27305,0.5564830273
08025,CO,Crowley,0,0,21.3,24.3,34569,0.1863932898
08027,CO,Custer,0,0.470698988,21.3,21.2,42951,0.470698988
08029,CO,Delta,0.0328601472,0.5257623554,21.3,21.5,40288,0.1971608833
08031,CO,Denver,0.1182471049,0.8813350886,21.3,18.2,45415,0.1765823433
08033,CO,Dolores,0,0,21.3,20.8,40511,0.5015045135
08035,CO,Douglas,0.1173649883,0.6706570763,21.3,16.2,97806,0.0871854199
08037,CO,Eagle,0.1734973204,0.790376682,21.3,13.2,69182,0.3662721209
08039,CO,Elbert,0,0.2565966728,21.3,20.2,78550,0.0427661121
08041,CO,El Paso,0.0868265516,0.700814309,21.3,21.4,51553,0.0930284481
08043,CO,Fremont,0.1068650081,0.4060870309,21.3,22.4,40543,0.1282380097
08045,CO,Garfield,0.0526750127,0.8779168788,21.3,17.4,60456,0.1755833758
08047,CO,Gilpin,0,0,21.3,19.7,63024,0.3642323803
08049,CO,Grand,0.1408946812,1.1976047904,21.3,18,55818,0.3522367031
08051,CO,Gunnison,0.3231017771,0.9693053312,21.3,15.9,47698,0.4523424879
08053,CO,Hinsdale,0,1.2345679012,21.3,19.5,48195,1.2345679012
08055,CO,Huerfano,0,0.7580351728,21.3,20.9,31696,0.7580351728
08057,CO,Jackson,0,0,21.3,21.8,43691,0.7418397626
08059,CO,Jefferson,0.1155204471,0.7316294984,21.3,19.6,64181,0.1136867892
08061,CO,Kiowa,0,0,21.3,24.9,37600,1.3850415512
08063,CO,Kit Carson,0.2470966148,0.7412898443,21.3,27.2,39498,0.4941932296
08065,CO,Lake,0,0.9539384028,21.3,19.2,43565,0.2725538294
08067,CO,La Plata,0.0954180264,0.8778458426,21.3,16.7,53029,0.2480868686
08069,CO,Larimer,0.1256091237,0.8341734114,21.3,19.3,54739,0.1062846432
08071,CO,Las Animas,0.3345600535,0.8029441285,21.3,24.3,37700,0.2676480428
08073,CO,Lincoln,0,0.5501558775,21.3,23.1,39230,0.366770585
08075,CO,Logan,0.0883743538,0.6186204763,21.3,23.7,40637,0.0883743538
08077,CO,Mesa,0.0473459228,0.6560792165,21.3,22.3,47324,0.128510362
08079,CO,Mineral,0,1.4104372355,21.3,19.7,45645,1.4104372355
08081,CO,Moffat,0.0757575758,0.303030303,21.3,24.1,55913,0.1515151515
08083,CO,Montezuma,0.0393220872,0.5898313082,21.3,21.8,41074,0.2359325233
08085,CO,Montrose,0.1718845918,0.5156537753,21.3,20.1,44002,0.2209944751
08087,CO,Morgan,0.105366676,0.3512222534,21.3,28.8,43209,0.1756111267
08089,CO,Otero,0,0.6952615253,21.3,25.5,34360,0.1604449674
08091,CO,Ouray,0,1.766004415,21.3,17.5,54920,0.6622516556
08093,CO,Park,0,0.4367084659,21.3,18.4,66400,0.2495476948
08095,CO,Phillips,0.2289901534,0.6869704603,21.3,22.6,44064,0.4579803068
08097,CO,Pitkin,0.4634188727,1.2164745409,21.3,14.2,65568,0.4634188727
08099,CO,Prowers,0.0807167649,0.8878844136,21.3,25.5,34488,0.2421502946
08101,CO,Pueblo,0.0683858454,0.727376719,21.3,26.6,39107,0.1181210056
08103,CO,Rio Blanco,0,0.729181858,21.3,21.1,59308,0.1458363716
08105,CO,Rio Grande,0.1674621117,0.5023863351,21.3,22.7,37300,0.3349242234
08107,CO,Routt,0.1714236736,0.9428302049,21.3,13.4,60506,0.3857032656
08109,CO,Saguache,0,0,21.3,23,30985,0.6345177665
08111,CO,San Juan,0,5.7971014493,21.3,20.2,37001,1.4492753623
08113,CO,San Miguel,0.2638522427,1.8469656992,21.3,16.9,62368,0.7915567282
08115,CO,Sedgwick,0,0.4196391104,21.3,24.1,36749,0.4196391104
08117,CO,Summit,0.106974754,1.675937812,21.3,14.5,60087,0.3209242619
08119,CO,Teller,0.0855102826,0.5985719783,21.3,17.8,59966,0.1710205652
08121,CO,Washington,0,0.6294586655,21.3,23.2,40914,0.2098195552
08123,CO,Weld,0.0948079381,0.5385090883,21.3,25.6,52334,0.1175618432
08125,CO,Yuma,0,0.2964719834,21.3,25.1,43361,0.4941199723
09001,CT,Fairfield,0.1991786558,0.6853459123,25,18.6,74634,0.2291625394
09003,CT,Hartford,0.1214810885,0.6430696154,25,24.6,60028,0.2451911878
09005,CT,Litchfield,0.1066496027,0.469258252,25,21.9,66076,0.2239641657
09007,CT,Middlesex,0.1268100627,0.6340503134,25,23.9,70805,0.2173886789
09009,CT,New Haven,0.0961969743,0.730169805,25,27.4,57070,0.2260049397
09011,CT,New London,0.0984790458,0.6638217165,25,25,61792,0.1677791151
09013,CT,Tolland,0.0791875359,0.4355314474,25,23.4,74868,0.1253802651
09015,CT,Windham,0.1190486314,0.5102084201,25,30,56564,0.1870764207
10001,DE,Kent,0.0835192631,0.5906005035,31.1,33.8,51490,0.137210218
10003,DE,New Castle,0.1519934954,0.6995363283,31.1,26.7,59877,0.162980977
10005,DE,Sussex,0.1376665519,0.7915826737,31.1,29.9,48582,0.2409164659
11001,DC,District of Columbia,0.117028797,1.2841538264,22.9,21,60729,0.309968165
12001,FL,Alachua,0.1113687619,0.7875362446,26.4,25.2,40656,0.163075687
12003,FL,Baker,0.0738388836,0.5537916267,26.4,36.7,45802,0.1476777671
12005,FL,Bay,0.0814412779,0.7504232038,26.4,28.5,44364,0.1454308534
12007,FL,Bradford,0.0369699434,0.5545491515,26.4,35.7,39454,0.1109098303
12009,FL,Brevard,0.071257996,0.5846809926,26.4,28.4,46331,0.1406888638
12011,FL,Broward,0.0870457712,0.6688200395,26.4,24.1,47917,0.2016376725
12013,FL,Calhoun,0,0.4754465802,26.4,36.1,34054,0.2037628201
12015,FL,Charlotte,0.0861808937,0.4801506934,26.4,25.7,41991,0.1169597843
12017,FL,Citrus,0.0574052813,0.401836969,26.4,29.3,36174,0.1219862227
12019,FL,Clay,0.0977642852,0.6020221771,26.4,28.2,57913,0.133782706
12021,FL,Collier,0.0932535564,0.565537697,26.4,20.9,53341,0.1865071128
12023,FL,Columbia,0.1029926728,0.5885295589,26.4,34.9,34870,0.1029926728
12027,FL,DeSoto,0.0288084812,0.3457017746,26.4,34.4,33966,0.1152339249
12029,FL,Dixie,0,0.310058291,26.4,35.7,30967,0.1860349746
12031,FL,Duval,0.0841289583,0.8321945607,26.4,28.4,46112,0.2046380067
12033,FL,Escambia,0.0627653073,0.6045290124,26.4,30,41428,0.1420478007
12035,FL,Flagler,0.0406673512,0.3558393233,26.4,28.4,45685,0.1525025671
12037,FL,Franklin,0.0855724799,0.4278623995,26.4,26.1,34522,0.5134348793
12039,FL,Gadsden,0,0.4298486933,26.4,37.1,35704,0.1719394773
12041,FL,Gilchrist,0,0.2378828427,26.4,32.1,38517,0.178412132
12043,FL,Glades,0,0.152590219,26.4,35.5,39089,0.0762951095
12045,FL,Gulf,0.0636213259,0.5725919328,26.4,31.1,39403,0.2544853035
12047,FL,Hamilton,0,0.4759314659,26.4,37.3,31820,0.1359804188
